repo,category,subcat,stars,star_1d,star_1d_pct,star_7d,star_7d_pct,forks,description,top_devs,contributors,created_at,updated_at,downloads*
aisingapore/TagUI,Applications,Workflow automation,5301,1,0.02%,10,0.19%,560,Free RPA tool by AI Singapore,"kensoh, siowyisheng, ruthtxh",17,2016-12-06,2022-11-15,79032
arc53/DocsGPT,Applications,Info aggregation,14095,1,0.01%,22,0.16%,1384,"GPT-powered chat for documentation, chat with your documents","dartpain, ManishMadan2882, ajaythapliyal",100+,2023-02-02,2024-04-04,89
MiuLab/Taiwan-LLM,Model repo,Multilingual,852,1,0.12%,5,0.59%,76,Traditional Mandarin LLMs for Taiwan,"adamlin120, yvchen, WangRongsheng",9,2023-08-10,2024-03-28,0
huggingface/accelerate,Model development,Modeling & training,6834,1,0.01%,35,0.51%,772,"🚀 A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision","muellerzr, sgugger, pacman100",100+,2020-10-30,2024-04-04,0
TheLastBen/fast-stable-diffusion,Applications,Image production,7268,1,0.01%,17,0.23%,1260,fast-stable-diffusion + DreamBooth,"TheLastBen, Maw-Fox, daswer123",19,2022-09-21,2023-04-13,0
wenge-research/YAYI2,Model repo,Multilingual,3570,1,0.03%,11,0.31%,13,YAYI 2 是中科闻歌研发的新一代开源大语言模型，采用了超过 2 万亿 Tokens 的高质量、多语言语料进行预训练。(Repo for YaYi 2 Chinese LLMs),wenge-research,1,2023-12-15,1000-01-01,0
alibaba/data-juicer,Model development,Dataset engineering,1409,1,0.07%,35,2.48%,88,"A one-stop data processing system to make data higher-quality, juicier, and more digestible for LLMs!  🍎 🍋 🌽 ➡️ ➡️🍸 🍹 🍷为大语言模型提供更高质量、更丰富、更易”消化“的数据！","HYLcool, zhijianma, yxdyc",16,2023-08-01,2024-03-26,2
muellerberndt/mini-agi,AI engineering,Agent,2751,1,0.04%,7,0.25%,289,MiniAGI is a simple general-purpose autonomous agent based on the OpenAI API.,"muellerberndt, alaeddine-13, ismaelc",12,2023-04-14,2023-05-05,0
vectara/hallucination-leaderboard,AI engineering,Evals,994,1,0.10%,6,0.60%,35,Leaderboard Comparing LLM Performance at Producing Hallucinations when Summarizing Short Documents,"simonhughes22, mbae26, ofermend",8,2023-10-31,2024-03-26,0
abacusai/Long-Context,Tutorials,,552,1,0.18%,2,0.36%,33,This repository contains code and tooling for the Abacus.AI LLM Context Expansion project. Also included are evaluation scripts and benchmark tasks that evaluate a model’s information retrieval capabilities with context expansion. We also include key experimental results and instructions for reproducing and building on them.,"Deep-Karkhanis, arvindsun, siddartha-RE",4,2023-07-27,1000-01-01,0
google-research/text-to-text-transfer-transformer,Model repo,,5862,1,0.02%,12,0.20%,740,"Code for the paper ""Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer""","adarob, sharannarang, hwchung27",57,2019-10-17,2024-01-23,0
ajndkr/lanarky,Infrastructure,Toolings,933,1,0.11%,4,0.43%,70,The web framework for building LLM microservices,"ajndkr, rogalvil, Tooflex",11,2023-04-07,2024-03-23,0
salesforce/progen,Model repo,,553,1,0.18%,3,0.54%,107,Official release of the ProGen models,"enijkamp, a-mad, madani-sf",4,2022-05-16,2022-07-05,0
paulpierre/RasaGPT,AI engineering,AIE framework,2150,1,0.05%,16,0.74%,200,"💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram","paulpierre, PythonicNinja, eltociear",6,2023-04-25,2023-05-18,0
refuel-ai/autolabel,Model development,Dataset engineering,1760,1,0.06%,7,0.40%,111,"Label, clean and enrich text datasets with LLMs.","rajasbansal, nihit, DhruvaBansal00",19,2023-03-23,2024-04-04,31
zilliztech/GPTCache,Infrastructure,Serving,6335,1,0.02%,20,0.32%,448,Semantic cache for LLMs. Fully integrated with LangChain and llama_index. ,"SimFG, cxie, jaelgu",41,2023-03-24,2024-03-07,289
traceloop/openllmetry,Infrastructure,Monitoring,1130,1,0.09%,35,3.10%,76,"Open-source observability for your LLM application, based on OpenTelemetry","nirga, galkleinman, paolorechia",26,2023-09-02,2024-04-04,0
shobrook/adrenaline,Applications,Coding,3666,1,0.03%,9,0.25%,306,Instant answers to any programming question,"shobrook, Mbladra, waqaspathan00",7,2022-12-07,2023-08-24,0
IBM/Dromedary,Model repo,,1084,1,0.09%,4,0.37%,80,"Dromedary: towards helpful, ethical and reliable LLMs.","Edward-Sun, codeaimcts, dchichkov",4,2023-05-03,2023-05-23,0
microsoft/DeepSpeedExamples,Tutorials,,5588,1,0.02%,20,0.36%,951,Example models using DeepSpeed,"lekurile, jeffra, awan-10",69,2020-01-29,2024-03-29,0
zjunlp/KnowLM,Model repo,Multilingual,974,1,0.10%,11,1.13%,107,An Open-sourced Knowledgable Large Language Model Framework.,"MikeDean2367, zxlzr, 12lxr",25,2023-04-01,2024-01-19,0
codeacme17/examor,Applications,Education,1007,1,0.10%,5,0.50%,60,"For students, scholars, interviewees and lifelong learners. Let LLMs assist you in learning 🎓","codeacme17, Ekkosun, JokinYang",3,2023-07-10,2024-04-02,0
AI-Citizen/SolidGPT,Applications,Coding,1933,1,0.05%,46,2.38%,120, AI searching assistant for developer that helps code and workspace semantic search,"wwwwww1020, alexgong14, Xinchunran",9,2023-08-08,2024-03-30,0
QData/TextAttack,Model development,Dataset engineering,2725,1,0.04%,8,0.29%,369,"TextAttack 🐙  is a Python framework for adversarial attacks, data augmentation, and model training in NLP https://textattack.readthedocs.io/en/master/","jxmorris12, qiyanjun, jinyongyoo",55,2019-10-15,2024-03-31,0
ztjhz/BetterChatGPT,Applications,Bots,7354,1,0.01%,39,0.53%,2505,An amazing UI for OpenAI's ChatGPT (Website + Windows + MacOS + Linux),"ztjhz, ayaka14732, tnga",41,2023-03-03,2024-03-16,91507
BlinkDL/ChatRWKV,Applications,Bots,9245,1,0.01%,14,0.15%,676,"ChatRWKV is like ChatGPT but powered by RWKV (100% RNN) language model, and open source.","www, BlinkDL, daquexian",17,2023-01-13,2023-11-03,0
OpenGVLab/SAM-Med2D,Model repo,Multimodal,707,1,0.14%,6,0.85%,61,Official implementation of SAM-Med2D,"Cjl-MedSeg, Yejin0111, nye0",5,2023-08-26,2023-09-09,0
Farama-Foundation/PettingZoo,AI engineering,Agent,2339,1,0.04%,7,0.30%,374,"An API standard for multi-agent reinforcement learning environments, with popular reference environments and related utilities","jkterry1, benblack769, jjshoots",96,2020-01-20,2024-04-01,0
deepseek-ai/DeepSeek-LLM,Model repo,,1088,1,0.09%,9,0.83%,72,DeepSeek LLM: Let there be answers,"DeepSeekPH, stack-heap-overflow, zdaxie",7,2023-11-29,2024-02-04,0
ise-uiuc/magicoder,Model repo,,1825,1,0.05%,5,0.27%,166,Magicoder: Source Code Is All You Need,"UniverseFly, natedingyifeng, zhewang2001",4,2023-11-10,2023-12-08,0
wgwang/LLMs-In-China,Lists,,3954,1,0.03%,62,1.57%,341,中国大模型,"wgwang, shizhediao, liyaooi",4,2023-05-22,2024-01-11,0
farizrahman4u/loopgpt,AI engineering,Agent,1379,1,0.07%,10,0.73%,129,Modular Auto-GPT Framework,"FayazRahman, farizrahman4u, iskandarreza",11,2023-04-14,2024-03-10,0
kaixindelele/ChatPaper,Applications,Info aggregation,17494,1,0.01%,45,0.26%,1865,Use ChatGPT to summarize the arXiv papers. 全流程加速科研，利用chatgpt进行论文全文总结+专业翻译+润色+审稿+审稿回复,"kaixindelele, WangRongsheng, MrPeterJin",13,2023-03-08,2023-08-13,0
THUDM/GLM-130B,Model repo,Multilingual,7597,1,0.01%,10,0.13%,609,GLM-130B: An Open Bilingual Pre-Trained Model (ICLR 2023),"Sengxian, Xiao9905, duzx16",6,2022-08-03,2022-10-01,0
OpenMotionLab/MotionGPT,Model repo,Multimodal,1175,1,0.09%,13,1.11%,73,"[NeurIPS 2023] MotionGPT: Human Motion as a Foreign Language, a unified motion-language generation model using LLMs","billl-jiang, ChenFengYe, baitian752",7,2023-06-20,2024-01-05,0
arogozhnikov/einops,Infrastructure,Toolings,7853,1,0.01%,22,0.28%,331,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others)","arogozhnikov, MilesCranmer, cgarciae",23,2018-09-22,2024-01-11,0
vocodedev/vocode-python,AI engineering,AI interface,2238,1,0.04%,21,0.94%,340,🤖 Build voice-based LLM agents. Modular + open source.,"ajar98, Kian1354, HHousen",48,2023-02-24,2024-04-02,0
stochasticai/xTuring,Model development,Modeling & training,2506,1,0.04%,6,0.24%,193,"Build, customize and control you own LLMs. From data pre-processing to fine-tuning, xTuring provides an easy way to personalize open-source LLMs. Join our discord community: https://discord.gg/TgHXuSJEk6","StochasticRomanAgeev, tushar2407, sarthaklangde",17,2023-03-19,2024-03-31,0
THUDM/ImageReward,Model repo,Multimodal,906,1,0.11%,5,0.55%,48,[NeurIPS 2023] ImageReward: Learning and Evaluating Human Preferences for Text-to-image Generation,"xujz18, Xiao9905, tongyx361",5,2023-04-01,2023-09-15,0
swirlai/swirl-search,Applications,Info aggregation,1484,1,0.07%,10,0.67%,127,"Swirl is open-source software that uses AI to simultaneously search multiple content and data sources, finds the best results using a reader LLM, then prompts Generative AI, enabling you to get answers from your own data.","erikspears, dnicodemus, sidprobstein",22,2022-04-08,2024-04-04,0
whitead/paper-qa,Applications,Info aggregation,3573,1,0.03%,11,0.31%,337,LLM Chain for answering questions from documents with citations,"whitead, jamesbraza, MilesCranmer",16,2023-02-05,2024-03-30,0
stoyan-stoyanov/llmflows,AI engineering,AIE framework,605,1,0.17%,2,0.33%,28,"LLMFlows - Simple, Explicit and Transparent LLM Apps","stoyan-stoyanov, bweber-rebellion, dylanjsa",4,2023-06-26,2023-09-20,0
floneum/floneum,AI engineering,AIE framework,913,1,0.11%,33,3.61%,42,"A toolkit for controllable, private AI on consumer hardware in rust","ealmloff, KerfuffleV2, newfla",7,2023-05-24,2024-04-04,362
xcanwin/KeepChatGPT,Applications,Bots,13487,1,0.01%,38,0.28%,678,这是一款提高ChatGPT的数据安全能力和效率的插件。并且免费共享大量创新功能，如：自动刷新、保持活跃、数据安全、取消审计、克隆对话、言无不尽、净化页面、展示大屏、展示全屏、拦截跟踪、日新月异等。让我们的AI体验无比安全、顺畅、丝滑、高效、简洁。,"xcanwin, Ezra-Chan, neoOpus",12,2023-03-28,2023-11-15,0
lastmile-ai/aiconfig,AI engineering,,819,1,0.12%,6,0.73%,59,AIConfig is a config-based framework to build generative AI applications.,"rossdanlm, rholinshead, jonathanlastmileai",19,2023-09-01,2024-03-27,0
wenda-LLM/wenda,AI engineering,AIE framework,6061,1,0.02%,9,0.15%,779,闻达：一个LLM调用平台。目标为针对特定环境的高效内容生成，同时考虑个人和中小企业的计算资源局限性，以及知识安全和私密性问题,"l15y, diannaojiang, AlanLee1996",27,2023-03-25,2023-08-29,0
sebastianstarke/AI4Animation,AI engineering,AI interface,7252,1,0.01%,10,0.14%,1002,Bringing Characters to Life with Computer Brains in Unity,"sebastianstarke, paulstarke, doctorpangloss",3,2017-07-26,2023-06-28,0
kuleshov-group/llmtools,Model development,Modeling & training,644,1,0.16%,3,0.47%,66,Finetuning Large Language Models on One Consumer GPU in Under 4 Bits,"kuleshov, Pclanglais, oseyosey",5,2023-05-11,2023-10-05,0
thunlp/OpenDelta,Model development,Modeling & training,934,1,0.11%,5,0.54%,75,A plug-and-play library for parameter-efficient-tuning (Delta Tuning),"ShengdingHu, Achazwl, ningding97",14,2022-02-14,2023-07-21,0
Lightning-AI/lit-llama,Model repo,,5747,1,0.02%,23,0.40%,495,"Implementation of the LLaMA language model based on nanoGPT. Supports flash attention, Int8 and GPTQ 4bit quantization, LoRA and LLaMA-Adapter fine-tuning, pre-training. Apache 2.0-licensed.","carmocca, lantiga, awaelchli",31,2023-03-22,2023-03-27,0
mckaywrigley/ai-code-translator,Applications,Coding,3734,1,0.03%,1,0.03%,544,Use AI to translate code from one language to another.,"mckaywrigley, freestatman, dreamYiZ",7,2023-03-31,2023-04-05,0
huggingface/safetensors,Infrastructure,Toolings,2366,1,0.04%,21,0.89%,141,"Simple, safe way to store and distribute tensors","Narsil, mishig25, thomasw21",39,2022-09-22,2024-02-16,0
psychic-api/rag-stack,AI engineering,AIE framework,1397,1,0.07%,5,0.36%,132,"🤖 Deploy a private ChatGPT alternative hosted within your VPC. 🔮 Connect it to your organization's knowledge base and use it as a corporate oracle. Supports open-source LLMs like Llama 2, Falcon, and GPT4All.","Ayan-Bandyopadhyay, ambardhesi, jasonwcfan",6,2023-07-12,2023-09-11,0
Cloud-CV/EvalAI,AI engineering,Evals,1668,1,0.06%,9,0.54%,765,:cloud: :rocket: :bar_chart: :chart_with_upwards_trend: Evaluating state of the art in AI,"RishabhJain2018, deshraj, Ram81",100+,2016-10-21,2024-03-01,0
salesforce/CodeGen,Model repo,,4733,1,0.02%,6,0.13%,364,CodeGen is a family of open-source model for program synthesis. Trained on TPU-v4. Competitive with OpenAI Codex.,"enijkamp, rooa, bpucla",10,2022-03-28,2023-08-15,0
mlfoundations/wise-ft,Model development,Modeling & training,548,1,0.18%,7,1.28%,57,Robust fine-tuning of zero-shot models,"mitchellnw, gabrielilharco, mmatena",3,2021-10-01,2022-04-29,0
mosecorg/mosec,Infrastructure,Serving,699,1,0.14%,2,0.29%,48,"A high-performance ML model serving framework, offers dynamic batching and CPU/GPU pipelines to fully exploit your compute machine","kemingy, lkevinzc, n063h",10,2021-03-13,2024-03-30,0
CarperAI/trlx,Model development,Modeling & training,4289,1,0.02%,9,0.21%,456,A repo for distributed training of language models with Reinforcement Learning via Human Feedback (RLHF),"maxreciprocate, jon-tow, lvwerra",51,2022-10-03,2024-01-08,0
mosaicml/streaming,Infrastructure,Data management,902,1,0.11%,12,1.33%,117,A Data Streaming Library for Efficient Neural Network Training,"karan6181, knighton, snarayan21",41,2022-06-09,2024-04-01,15
protectai/rebuff,AI engineering,Prompt engineering,903,1,0.11%,7,0.78%,60,LLM Prompt Injection Detector,"woop, shrumm, seanpmorgan",9,2023-04-24,2024-01-25,0
e-johnstonn/BriefGPT,Applications,Info aggregation,766,1,0.13%,1,0.13%,122,"Locally hosted tool that connects documents to LLMs for summarization and querying, with a simple GUI.","e-johnstonn, vasudev-pal",2,2023-05-14,2023-05-19,0
marqo-ai/marqo,Infrastructure,VectorDB,4070,1,0.02%,23,0.57%,169,Unified embedding generation and search engine. Also available on cloud - cloud.marqo.ai,"pandu-k, wanliAlex, vicilliar",26,2022-08-01,2024-04-03,0
botpress/botpress,AI engineering,Agent,11865,1,0.01%,38,0.32%,1632,The open-source hub to build & deploy GPT/LLM Agents ⚡️,"franklevasseur, AbrahamLopez10, michaelmass",18,2016-11-16,2024-03-27,0
paralleldrive/sudolang-llm-support,Applications,Coding,984,1,0.10%,6,0.61%,67,SudoLang LLM Support for VSCode,ericelliott,1,2023-03-31,1000-01-01,0
LC1332/Luotuo-Chinese-LLM,Model repo,Multilingual,3570,1,0.03%,0,0.00%,243,骆驼(Luotuo): Open Sourced Chinese Language Models. Developed by 陈启源 @ 华中师范大学 & 李鲁鲁 @ 商汤科技 & 冷子昂 @ 商汤科技,"LC1332, qiyuan-chen, SirlyDreamer",5,2023-03-21,2023-05-10,0
whylabs/langkit,Infrastructure,Monitoring,697,1,0.14%,9,1.29%,56,"🔍 LangKit: An open-source toolkit for monitoring Large Language Models (LLMs). 📚 Extracts signals from prompts & responses, ensuring safety & security. 🛡️ Features include text quality, relevance metrics, & sentiment analysis. 📊 A comprehensive tool for LLM observability. 👀","jamie256, FelipeAdachi, richard-rogers",9,2023-04-26,2024-03-27,0
ztxz16/fastllm,Model development,Inference optimization,2986,1,0.03%,24,0.80%,297,"纯c++的全平台llm加速库，支持python调用，chatglm-6B级模型单卡可达10000+token / s，支持glm, llama, moss基座，手机端流畅运行","ztxz16, wildkid1024, TylunasLi",32,2023-05-13,2024-04-01,0
facebookresearch/metaseq,Model development,Modeling & training,6367,1,0.02%,3,0.05%,713,Repo for external large-scale work,"suchenzang, stephenroller, punitkoura",53,2022-05-02,2023-08-04,0
fiatrete/OpenDAN-Personal-AI-OS,Applications,Workflow automation,1493,1,0.07%,10,0.67%,118,"OpenDAN is an open source Personal AI OS , which consolidates various AI modules in one place for your personal use.","waterflier, fiatrete, photosssa",15,2023-05-11,2024-02-27,0
Nutlope/restorePhotos,Applications,Image production,3694,1,0.03%,7,0.19%,545,Restoring old and blurry face photos with AI.,"Nutlope, ljwagerfield, Nick-h4ck3r",6,2023-01-08,2023-12-21,0
dataelement/bisheng,AI engineering,AIE framework,5134,1,0.02%,22,0.43%,859,Bisheng is an open LLM devops platform for next generation AI applications.,"yaojin3616, dolphin0618, gulixin0922",17,2023-08-28,2024-04-04,0
dice2o/BingGPT,Applications,Bots,9363,1,0.01%,-3,-0.03%,710,"Desktop application of new Bing's AI-powered chat (Windows, macOS and Linux)","dice2o, huwei901108",2,2023-02-16,2023-03-05,590645
mlc-ai/web-stable-diffusion,Applications,Image production,3406,1,0.03%,7,0.21%,207,Bringing stable diffusion models to web browsers. Everything runs inside the browser with no server support. ,"MasterJH5574, tqchen, eltociear",10,2023-03-06,2024-03-12,0
google-research/multinerf,Model repo,,3483,1,0.03%,8,0.23%,327,"A Code Release for Mip-NeRF 360, Ref-NeRF, and RawNeRF","jonbarron, Sarasra, bmild",8,2022-07-22,2023-08-29,0
eth-sri/lmql,AI engineering,Prompt engineering,3240,1,0.03%,25,0.77%,176,A language for constraint-guided and efficient LLM programming.,"lbeurerkellner, Viehzeug, charles-dyfis-net",34,2022-11-24,2024-03-07,0
lucidrains/imagen-pytorch,Model repo,Multimodal,7735,1,0.01%,14,0.18%,729,"Implementation of Imagen, Google's Text-to-Image Neural Network, in Pytorch","lucidrains, Netruk44, animebing",20,2022-05-23,2024-01-08,0
litanlitudan/skyagi,Applications,Bots,731,1,0.14%,0,0.00%,49,SkyAGI: Emerging human-behavior simulation capability in LLM,"litanlitudan, qizheng7, PandaKunQiao",11,2023-04-11,2023-08-09,0
IST-DASLab/gptq,Model development,Inference optimization,1667,1,0.06%,9,0.54%,129,"Code for the ICLR 2023 paper ""GPTQ: Accurate Post-training Quantization of Generative Pretrained Transformers"".","efrantar, sashkboos, BoFeng2477",5,2022-10-19,2023-07-10,0
Instruction-Tuning-with-GPT-4/GPT-4-LLM,Model development,Dataset engineering,3925,1,0.03%,9,0.23%,287,Instruction Tuning with GPT-4,"ChunyuanLI, Instruction-Tuning-with-GPT-4, 152334H",5,2023-04-06,2023-04-08,0
